;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
0;AALR3;ON NM;ALLIAR ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;16,75;03/02/2022;8,63;18,65;11.835.700;1.981.410.000;2.596.540.000;30/09/2021;118293000;0.18;51.55;0.32;1.64;10.19;15.72;31.4;1.71;10.9;0.76;4.1;-44.03;4.8;-2.48;5.3;0.0;3.2;10.46;0.93;20.60;-0.4;2.604.540.000;152.402.000;566.594.000;767.534.000;615.132.000;1.205.650.000;38.439.000;5.153.000
1;ABCB4;PN N2;ABC Brasil PN N2;Intermediários Financeiros;16,22;03/02/2022;13,52;17,73;14.130.500;3.667.180.000;-;30/09/2021;226090000;-0.06;7.08;2.29;0.81;20.15;0;0;0;0;0;0.0;0;0.0;0;0;5.6;11.4;0;0;0;-18.7;49.883.100.000;0;0;0;0;4.554.960.000;517.993.000;151.460.000
2;ABEV3;ON;AMBEV S/A ON;Bebidas;14,46;03/02/2022;13,31;18,95;318.719.000;227.665.000.000;210.692.000.000;30/09/2021;15744500000;-0.41;14.36;1.01;2.62;5.51;14.57;51.9;3.28;22.5;1.68;23.4;32.11;11.6;-25.96;16.1;4.2;18.3;10.19;1.23;13.48;9.9;135.133.000.000;20.000.700.000;38.197.100.000;3.027.710.000;-16.973.000.000;86.771.200.000;15.849.700.000;3.552.530.000
3;ADHM3;ON;ADVANCED-DH ON;;1,56;28/12/2020;1,07;3,24;2.064;25.440.500;25.440.500;30/09/2019;16308000;0.00;-4.09;-0.38;-1.29;-1.21;-5.69;100.0;770.92;-13548.5;105.13;-18860.6;-1.43;-1847.5;-1.27;521.7;0.0;31.5;-5.81;0.00;-5.69;43.5;242.000;0;23.000;0;0;-19.776.000;-6.224.000;-2.492.000
4;AERI3;ON NM;AERIS ON NM;Máquinas e Equipamentos;6,23;03/02/2022;5,80;11,97;14.126.100;4.773.510.000;5.308.140.000;30/09/2021;766213000;-5.03;71.56;0.09;4.69;1.33;27.14;10.0;1.80;6.6;1.61;2.5;3.49;5.9;-284.76;10.3;0.0;6.6;25.47;3.40;30.18;0;2.970.180.000;905.055.000;1.936.460.000;1.439.680.000;534.626.000;1.016.960.000;66.710.000;9.315.000
5;AESB3;ON NM;AES BRASIL ON NM;Energia Elétrica;11,60;03/02/2022;10,24;17,40;11.901.800;5.708.440.000;10.909.500.000;30/09/2021;492106000;1.13;12.81;0.91;2.57;4.52;64.80;16.8;4.67;7.2;0.52;36.4;1021.56;0.8;-0.86;0.9;1.6;20.0;123.85;1.00;123.85;0;10.919.000.000;731.674.000;1.215.190.000;5.932.720.000;5.201.040.000;2.223.480.000;445.672.000;422.475.000
6;AFLT3;ON;AFLUENTE T ON;Energia Elétrica;8,60;03/02/2022;8,06;10,65;4.204;542.531.000;523.360.000;30/09/2021;63085000;-2.27;27.54;0.31;3.04;2.83;27.22;67.4;13.96;51.3;2.76;50.7;12.29;10.1;17.21;11.4;7.3;11.0;26.15;9.63;26.26;10.8;196.426.000;19.758.000;49.277.000;587.000;-19.171.000;178.674.000;19.697.000;6.936.000
7;AGRO3;ON NM;BRASILAGRO ON NM;Agropecuária;28,15;03/02/2022;19,76;32,85;16.576.500;2.881.910.000;2.487.760.000;30/09/2021;102377000;-2.76;7.84;3.59;1.24;22.71;5.89;38.6;1.96;33.2;0.81;24.9;2.35;13.7;4.14;23.3;9.3;15.8;3.68;2.72;5.09;49.0;3.569.020.000;1.192.780.000;1.940.570.000;798.628.000;-394.148.000;2.324.940.000;367.393.000;125.401.000
8;AGXY3;ON NM;AGROGALAXY ON NM;Agropecuária;12,00;03/02/2022;7,00;12,00;1.046.990;2.049.900.000;2.803.640.000;30/09/2021;170825000;0.00;22.56;0.53;1.50;7.99;11.78;12.3;0.36;3.0;0.34;1.4;3.16;2.9;50.77;6.0;0.0;6.7;11.23;1.16;16.11;0;5.967.490.000;585.217.000;4.636.450.000;1.338.960.000;753.744.000;1.364.840.000;90.857.000;70.969.000
9;AHEB3;ON;PARQUE ANHEMBI ON;Viagens e Lazer;27,50;05/01/2022;20,00;28,90;4.183;234.960.000;228.308.000;30/09/2021;8544000;0.00;-3.88;-7.08;-4.89;-5.63;-5.91;22.6;1.23;-20.8;0.83;-31.7;-3.36;-14.1;-0.88;-15.0;0.0;125.9;-7.20;0.47;-5.74;33.1;281.956.000;6.652.000;62.756.000;0;-6.652.000;-48.063.000;-60.533.000;-5.379.000
10;ALLD3;ON NM;ALLIED ON NM;Comércio;15,07;03/02/2022;14,32;37,14;2.509.160;1.404.830.000;1.347.730.000;30/09/2021;93220600;-3.77;4.13;3.65;0.92;16.34;3.83;15.4;0.24;6.4;0.34;5.9;1.47;8.8;3.68;19.4;5.0;22.3;3.10;1.47;3.67;0;4.150.470.000;461.119.000;3.008.500.000;404.018.000;-57.101.000;1.523.640.000;340.115.000;68.442.000
11;ALPA3;ON N1;ALPARGATAS ON N1;Tecidos, Vestuário e Calçados;24,33;03/02/2022;24,26;52,15;93.357;14.307.500.000;13.641.300.000;30/09/2021;588062000;-1.18;31.83;0.76;4.29;5.67;17.34;53.4;3.53;20.4;2.68;11.1;8.96;15.5;13.35;20.9;1.6;13.5;13.87;2.13;16.54;-0.1;5.337.620.000;914.682.000;3.010.840.000;248.435.000;-666.247.000;3.335.250.000;449.497.000;156.321.000
12;ALPA4;PN N1;ALPARGATAS PN N1;Tecidos, Vestuário e Calçados;25,92;03/02/2022;25,92;60,58;93.780.600;15.242.600.000;14.576.300.000;30/09/2021;588062000;-1.89;33.91;0.76;4.57;5.67;18.48;53.4;3.76;20.4;2.86;11.1;9.55;15.5;14.22;20.9;1.7;13.5;14.82;2.13;17.67;-0.1;5.337.620.000;914.682.000;3.010.840.000;248.435.000;-666.247.000;3.335.250.000;449.497.000;156.321.000
13;ALPK3;ON NM;ESTAPAR ON NM;Serviços Diversos;4,64;03/02/2022;3,94;8,85;72.365;970.835.000;2.376.240.000;30/09/2021;209232000;7.66;-5.12;-0.91;1.92;2.41;13.52;24.2;1.29;9.5;0.37;-25.0;-1.81;2.8;-0.53;3.0;0.0;-37.6;7.58;0.31;33.09;0;2.600.060.000;64.826.000;238.901.000;1.470.230.000;1.405.400.000;504.587.000;-189.488.000;-48.224.000
14;ALSO3;ON;ALIANSCSONAE ON;Exploração de Imóveis;22,25;03/02/2022;18,08;32,07;32.916.900;5.913.450.000;6.779.640.000;30/09/2021;265773000;0.63;35.97;0.62;0.88;25.19;15.54;66.4;6.74;43.4;0.53;22.6;4.82;3.4;-3.72;3.9;1.0;2.5;11.87;3.18;17.82;31.7;11.136.900.000;1.307.810.000;1.788.760.000;2.174.000.000;866.188.000;6.693.810.000;164.410.000;60.584.000
15;ALUP11;UNT N2;ALUPAR UNT N2;Energia Elétrica;25,40;03/02/2022;22,45;28,15;18.880.500;7.443.140.000;15.395.900.000;30/09/2021;879111000;1.11;5.30;4.80;1.13;22.54;1.61;72.9;1.14;71.1;0.30;43.0;4.29;18.9;-0.71;20.3;3.3;21.3;3.23;1.85;3.33;50.1;24.502.300.000;1.494.620.000;3.773.840.000;9.447.340.000;7.952.720.000;6.603.890.000;1.405.690.000;240.316.000
16;ALUP3;ON N2;ALUPAR ON N2;Energia Elétrica;8,41;03/02/2022;7,64;9,31;91.742;7.393.320.000;15.346.000.000;30/09/2021;879111000;0.60;5.26;1.60;1.12;7.51;1.60;72.9;1.14;71.1;0.30;43.0;4.26;18.9;-0.71;20.3;3.3;21.3;3.22;1.85;3.31;50.1;24.502.300.000;1.494.620.000;3.773.840.000;9.447.340.000;7.952.720.000;6.603.890.000;1.405.690.000;240.316.000
17;ALUP4;PN N2;ALUPAR PN N2;Energia Elétrica;8,46;03/02/2022;7,37;9,54;110.900;7.437.280.000;15.390.000.000;30/09/2021;879111000;0.71;5.29;1.60;1.13;7.51;1.61;72.9;1.14;71.1;0.30;43.0;4.28;18.9;-0.71;20.3;3.3;21.3;3.23;1.85;3.32;50.1;24.502.300.000;1.494.620.000;3.773.840.000;9.447.340.000;7.952.720.000;6.603.890.000;1.405.690.000;240.316.000
18;AMAR3;ON NM;LOJAS MARISA ON NM;Comércio;3,36;03/02/2022;2,88;8,58;25.334.800;879.201.000;2.097.380.000;30/09/2021;261667000;-3.72;-9.03;-0.37;0.94;3.56;3.48;45.2;0.36;10.4;0.26;0.4;3.56;7.5;-1.22;9.8;0.0;-10.5;3.90;1.17;8.29;-5.3;3.370.920.000;275.437.000;1.719.450.000;1.493.620.000;1.218.180.000;931.310.000;-97.406.000;44.379.000
19;AMBP3;ON NM;AMBIPAR ON NM;Água e Saneamento;39,30;03/02/2022;20,93;69,45;29.819.400;4.438.380.000;5.972.890.000;30/09/2021;112936000;-3.20;32.78;1.20;3.77;10.42;18.20;21.3;3.04;16.7;0.94;9.8;5.92;5.2;-2.55;6.8;0.2;11.5;15.74;1.82;24.49;0;4.715.590.000;967.179.000;1.662.100.000;2.501.680.000;1.534.500.000;1.176.380.000;135.384.000;38.055.000
20;ANIM3;ON NM;ANIMA ON NM;Diversos;8,30;03/02/2022;6,60;14,30;21.610.600;3.352.110.000;7.743.260.000;30/09/2021;403869000;-0.95;95.36;0.09;1.30;6.38;10.75;55.2;1.53;14.2;0.32;1.8;8.82;3.0;-0.55;3.3;0.0;1.4;12.32;1.31;24.82;19.4;10.317.000.000;759.471.000;1.615.160.000;5.150.610.000;4.391.140.000;2.577.160.000;35.151.000;13.184.000
21;APER3;ON;ALPER S.A. ON;Previdência e Seguros;32,10;03/02/2022;26,52;60,48;1.799.130;488.947.000;386.140.000;30/09/2021;15232000;-5.62;-3055.92;-0.01;1.67;19.28;-8.33;50.7;3.82;-45.9;1.00;-0.3;7.02;-12.0;-9.70;-15.5;0.0;-0.1;-8.89;1.92;-6.58;6.6;489.799.000;102.807.000;145.415.000;0;-102.807.000;293.651.000;-160.000;571.000
22;ARML3;ON NM;ARMAC ON NM;Diversos;22,05;03/02/2022;18,96;26,74;17.088.600;7.624.000.000;7.454.330.000;30/09/2021;345760000;-1.56;0.00;0.00;6.88;3.21;0;0;0;0;3.89;0;9.21;0.0;40.45;0;0.0;0;0;4.93;0;0;1.958.980.000;892.411.000;1.038.990.000;722.739.000;-169.672.000;1.108.480.000;0;13.676.000
23;ARZZ3;ON NM;AREZZO CO ON NM;Comércio;82,99;03/02/2022;64,78;100,07;75.072.900;8.271.700.000;8.542.750.000;30/09/2021;99671000;1.21;26.06;3.18;5.35;15.52;29.34;51.1;3.34;11.4;2.65;12.8;19.48;9.0;-101.37;11.9;1.1;20.5;22.59;1.40;30.30;12.6;3.125.240.000;297.205.000;1.495.470.000;568.258.000;271.053.000;1.546.530.000;317.364.000;78.044.000
24;ASAI3;ON NM;ASSAI ON NM;Comércio e Distribuição;12,50;03/02/2022;11,30;19,45;130.540.000;16.833.400.000;22.115.400.000;30/09/2021;1346670000;0.00;9.52;1.31;7.01;1.78;7.78;12.4;0.66;8.5;0.81;7.1;-58.86;10.4;-1.77;17.2;0.9;73.6;10.07;0.97;10.22;0;20.769.000.000;2.881.000.000;8.881.000.000;8.163.000.000;5.282.000.000;2.402.000.000;1.769.000.000;538.000.000
25;ATMP3;ON;ATMASA ON;Serviços Diversos;2,75;03/02/2022;2,30;12,53;158.237;73.452.500;354.257.000;30/09/2021;26710000;0.00;-0.72;-3.83;0.38;7.20;-4.65;7.6;0.07;-1.5;0.04;-9.7;-0.16;-0.9;-0.06;-1.1;0.0;-53.2;2.62;0.44;-22.43;-15.2;1.705.860.000;37.962.000;358.170.000;318.766.000;280.804.000;192.398.000;-102.277.000;-19.096.000
26;ATOM3;ON;ATOMPAR ON;Outros;3,20;03/02/2022;2,61;11,30;177.356;66.876.800;51.395.800;30/09/2021;20899000;-2.44;8.73;0.37;3.74;0.85;10.37;100.0;2.20;21.3;2.46;25.2;2.57;23.7;3.87;55.9;9.4;42.9;7.89;46.94;7.97;106.6;27.186.000;15.481.000;26.615.000;0;-15.481.000;17.865.000;7.660.000;102.000
27;AURA33;DR3;AURA 360 DR3;Mineração;51,00;03/02/2022;40,88;66,37;5.055.650;3.607.870.000;3.555.980.000;30/09/2021;70742500;-0.57;11.63;4.39;2.40;21.22;5.55;43.4;2.12;38.2;1.13;18.2;4.68;20.5;-16.45;34.2;12.9;20.7;5.47;2.12;5.47;37.7;3.179.280.000;898.496.000;1.458.830.000;846.607.000;-51.889.000;1.501.160.000;310.218.000;-76.195.000
28;AVLL3;ON NM;ALPHAVILLE ON NM;Construção Civil;30,50;03/02/2022;18,00;31,94;90.763;683.682.000;1.451.840.000;30/09/2021;22415800;-1.58;-1.34;-22.83;5.05;6.04;-6.95;0.1;2.37;-34.1;0.35;-135.9;7.80;-5.0;-0.63;-5.8;0.0;-378.1;-16.77;1.13;-14.75;0;1.971.960.000;170.962.000;749.627.000;939.125.000;768.163.000;135.329.000;-511.700.000;-110.094.000
29;AZEV3;ON;AZEVEDO & TRAVASSOS ON;Construção e Engenharia;3,95;03/02/2022;3,51;8,23;290.677;215.078.000;156.350.000;30/09/2021;54450000;-1.00;2.30;1.72;4.82;0.82;-11.82;9.8;4.78;-40.4;1.26;207.6;3.07;-10.7;-5.76;-17.2;0.0;209.7;-8.88;4.84;-8.60;-37.8;170.210.000;58.727.000;88.265.000;0;-58.727.000;44.584.000;93.479.000;-37.117.000
30;AZEV4;PN;AZEVEDO & TRAVASSOS PN;Construção e Engenharia;3,18;03/02/2022;2,27;7,64;1.887.530;173.151.000;114.424.000;30/09/2021;54450000;-2.15;1.85;1.72;3.88;0.82;-9.52;9.8;3.85;-40.4;1.02;207.6;2.47;-10.7;-4.63;-17.2;0.0;209.7;-6.50;4.84;-6.29;-37.8;170.210.000;58.727.000;88.265.000;0;-58.727.000;44.584.000;93.479.000;-37.117.000
31;AZUL4;PN;AZUL PN;Transporte;27,33;03/02/2022;21,86;48,55;197.305.000;9.457.030.000;16.218.700.000;30/09/2021;346031000;-1.16;-2.29;-11.96;-0.53;-51.86;-102.93;9.8;1.19;-1.2;0.53;-51.9;-2.03;-0.5;-0.33;-0.7;0.0;23.1;12.16;0.59;-176.52;-6.8;17.778.000.000;3.634.500.000;6.771.660.000;10.396.200.000;6.761.660.000;-17.945.900.000;-4.138.260.000;-2.196.290.000
32;B3SA3;ON;B3 ON;Serviços Financeiros Diversos;14,14;03/02/2022;10,72;19,84;541.540.000;86.621.600.000;76.598.900.000;30/09/2021;6126000000;0.07;18.34;0.77;3.84;3.69;13.31;90.7;8.40;63.2;1.58;45.8;8.71;11.9;-13.09;21.2;5.9;20.9;10.10;1.64;11.77;33.8;54.807.500.000;23.973.900.000;25.600.800.000;13.951.200.000;-10.022.700.000;22.580.300.000;4.722.880.000;1.176.130.000
33;BAHI3;ON;BAHEMA ON;Diversos;14,20;03/02/2022;13,01;16,94;55.496;232.199.000;238.348.000;30/09/2021;16352000;-1.05;-5.78;-2.46;1.63;8.72;129.79;39.8;0.94;0.7;0.42;-16.5;-1.72;0.3;-0.70;0.4;0.0;-28.2;19.53;0.33;133.23;78.0;552.359.000;39.130.000;66.527.000;45.279.000;6.149.000;142.631.000;-40.203.000;-10.046.000
34;BALM3;ON;BAUMER ON;Equipamentos;15,58;28/01/2022;15,40;20,90;1.253;152.684.000;135.823.000;30/09/2021;9800000;0.00;20.23;0.77;1.28;12.21;10.42;54.8;1.07;10.2;0.70;4.3;1.71;6.7;2.83;8.7;2.2;6.3;7.54;2.57;9.27;8.7;217.381.000;40.686.000;146.536.000;23.825.000;-16.861.000;119.668.000;7.546.000;2.095.000
35;BALM4;PN;BAUMER PN;Equipamentos;11,30;03/02/2022;11,15;21,30;5.956;110.740.000;93.879.000;30/09/2021;9800000;-4.96;14.68;0.77;0.93;12.21;7.56;54.8;0.77;10.2;0.51;4.3;1.24;6.7;2.05;8.7;3.6;6.3;5.21;2.57;6.41;8.7;217.381.000;40.686.000;146.536.000;23.825.000;-16.861.000;119.668.000;7.546.000;2.095.000
36;BAUH4;PN;EXCELSIOR PN;Alimentos Processados;84,90;03/02/2022;76,98;97,09;36.995;443.348.000;432.045.000;30/09/2021;5222000;0.01;22.68;3.74;4.50;18.87;124.50;19.3;2.44;2.0;2.93;10.8;-93.26;2.4;-55.27;3.3;0.8;19.8;53.73;0.90;121.33;3.8;151.169.000;11.303.000;44.589.000;0;-11.303.000;98.559.000;19.550.000;1.385.000
37;BAZA3;ON;BANCO DA AMAZONIA S.A. ON;Intermediários Financeiros;39,51;02/02/2022;35,20;41,84;39.605;1.171.310.000;-;30/09/2021;29646000;0.00;2.07;19.09;0.41;96.39;0;0;0;0;0;0.0;0;0.0;0;0;6.6;19.8;0;0;0;-1.7;24.214.400.000;0;0;0;0;2.857.610.000;565.816.000;121.787.000
38;BBAS3;ON;BANCO DO BRASIL S.A. ON;Intermediários Financeiros;32,29;03/02/2022;26,49;35,24;405.858.000;92.524.300.000;-;30/09/2021;2865420000;0.69;5.32;6.07;0.68;47.72;0;0;0;0;0;0.0;0;0.0;0;0;7.0;12.7;0;0;0;2.2;2.033.140.000.000;0;0;0;0;136.731.000.000;17.392.800.000;4.541.500.000
39;BBDC3;ON N1;BANCO BRADESCO S.A. ON N1;Intermediários Financeiros;18,73;03/02/2022;16,16;23,49;119.955.000;182.038.000.000;-;30/09/2021;9719080000;1.41;7.51;2.49;1.23;15.19;0;0;0;0;0;0.0;0;0.0;0;0;5.0;16.4;0;0;0;24.1;1.443.110.000.000;0;0;0;0;147.606.000.000;24.239.400.000;6.647.980.000
40;BBDC4;PN N1;BANCO BRADESCO S.A. PN N1;Intermediários Financeiros;22,78;03/02/2022;18,78;27,44;888.664.000;221.401.000.000;-;30/09/2021;9719080000;1.47;9.13;2.49;1.50;15.19;0;0;0;0;0;0.0;0;0.0;0;0;4.5;16.4;0;0;0;24.1;1.443.110.000.000;0;0;0;0;147.606.000.000;24.239.400.000;6.647.980.000
41;BBRK3;ON NM;BR Brokers ON NM;Exploração de Imóveis;1,17;03/02/2022;0,77;3,26;1.714.710;91.882.200;71.868.200;30/09/2021;78531800;-4.10;-0.73;-1.60;2.22;0.53;-6.64;62.1;0.66;-10.0;0.54;-93.4;-2.31;-8.1;-1.04;-9.6;0.0;-302.7;-18.28;0.50;-5.19;10.3;170.517.000;20.014.000;40.287.000;0;-20.014.000;41.469.000;-125.512.000;-9.128.000
42;BBSE3;ON NM;BBSEGURIDADE ON NM;Previdência e Seguros;22,93;03/02/2022;18,40;27,56;103.174.000;45.860.000.000;-;30/09/2021;2000000000;0.57;12.66;1.81;5.89;3.89;9.90;0;0;0;3.96;0.0;0;40.0;0;0;4.3;46.6;0;0;0;0;11.581.600.000;0;0;0;0;7.781.880.000;3.623.200.000;975.821.000
43;BDLL3;ON;BAEDELLA ON;Máquinas e Equipamentos;10,82;01/02/2022;8,00;24,31;2.475;17.312.000;261.466.000;30/09/2021;1600000;0.00;-0.45;-23.93;-0.09;-116.78;-0.57;-98.1;1.58;-275.8;0.03;-350.4;-0.07;-4.5;-0.03;-5.4;0.0;20.5;-10.54;0.50;-8.68;-47.6;664.505.000;293.000;264.434.000;244.447.000;244.154.000;-186.846.000;-38.295.000;-8.012.000
44;BDLL4;PN;BAEDELLA PN;Máquinas e Equipamentos;10,00;03/02/2022;8,79;16,50;4.991;16.000.000;260.154.000;30/09/2021;1600000;-0.10;-0.42;-23.93;-0.09;-116.78;-0.53;-98.1;1.46;-275.8;0.02;-350.4;-0.06;-4.5;-0.03;-5.4;0.0;20.5;-10.49;0.50;-8.63;-47.6;664.505.000;293.000;264.434.000;244.447.000;244.154.000;-186.846.000;-38.295.000;-8.012.000
45;BEEF3;ON NM;Minerva ON NM;Alimentos Processados;8,80;03/02/2022;7,53;10,82;66.325.800;5.344.090.000;11.159.100.000;30/09/2021;607283000;-2.98;9.50;0.93;11.06;0.80;2.76;17.1;0.21;7.7;0.26;2.2;0.77;9.5;-0.99;21.9;11.1;116.5;4.94;1.92;5.76;20.8;20.393.200.000;8.030.710.000;14.491.500.000;13.845.700.000;5.815.020.000;483.053.000;562.718.000;72.374.000
46;BEES3;ON;BANESTES S/A ON;Intermediários Financeiros;5,01;03/02/2022;4,53;5,22;78.457;1.582.720.000;-;30/09/2021;315913000;-1.76;6.69;0.75;0.86;5.82;0;0;0;0;0;0.0;0;0.0;0;0;6.9;12.9;0;0;0;5.5;33.781.500.000;0;0;0;0;1.837.760.000;236.480.000;60.010.000
47;BEES4;PN;BANESTES S/A PN;Intermediários Financeiros;5,72;03/02/2022;5,31;6,05;11.911;1.807.020.000;-;30/09/2021;315913000;2.14;7.64;0.75;0.98;5.82;0;0;0;0;0;0.0;0;0.0;0;0;6.0;12.9;0;0;0;5.5;33.781.500.000;0;0;0;0;1.837.760.000;236.480.000;60.010.000
48;BGIP3;ON;BANESE ON;Intermediários Financeiros;35,78;19/01/2022;31,00;42,27;493;546.897.000;-;30/09/2021;15285000;0.00;5.92;6.04;0.98;36.44;0;0;0;0;0;0.0;0;0.0;0;0;3.2;16.6;0;0;0;2.4;7.364.850.000;0;0;0;0;556.943.000;92.358.000;21.801.000
49;BGIP4;PN;BANESE PN;Intermediários Financeiros;23,42;03/02/2022;21,63;25,99;4.901;357.975.000;-;30/09/2021;15285000;-3.66;3.88;6.04;0.64;36.44;0;0;0;0;0;0.0;0;0.0;0;0;5.3;16.6;0;0;0;2.4;7.364.850.000;0;0;0;0;556.943.000;92.358.000;21.801.000
50;BIDI11;UNT N2;BANCO INTER UNT N2;Intermediários Financeiros;23,65;03/02/2022;20,70;84,90;420.039.000;20.328.000.000;-;30/09/2021;2578600000;-6.89;380.18;0.06;2.38;9.93;0;0;0;0;0;0.0;0;0.0;0;0;0.2;0.6;0;0;0;46.7;33.528.400.000;0;0;0;0;8.536.610.000;53.469.000;14.202.000
51;BIDI3;ON N2;BANCO INTER ON N2;Intermediários Financeiros;7,91;03/02/2022;6,96;28,22;12.001.900;20.396.800.000;-;30/09/2021;2578600000;-7.05;381.47;0.02;2.39;3.31;0;0;0;0;0;0.0;0;0.0;0;0;0.2;0.6;0;0;0;46.7;33.528.400.000;0;0;0;0;8.536.610.000;53.469.000;14.202.000
52;BIDI4;PN N2;BANCO INTER PN N2;Intermediários Financeiros;7,93;03/02/2022;7,01;28,50;105.263.000;20.448.300.000;-;30/09/2021;2578600000;-7.03;382.43;0.02;2.40;3.31;0;0;0;0;0;0.0;0;0.0;0;0;0.2;0.6;0;0;0;46.7;33.528.400.000;0;0;0;0;8.536.610.000;53.469.000;14.202.000
53;BIOM3;ON;BIOMM SA ON;Medicamentos e Outros Produtos;14,09;03/02/2022;12,20;17,95;188.886;1.036.010.000;1.158.240.000;30/09/2021;73528000;0.28;-13.95;-1.01;7.29;1.93;-17.93;25.3;9.96;-55.5;2.69;-71.4;13.39;-15.0;-12.08;-18.7;0.0;-52.3;-20.28;1.96;-20.05;596.5;385.684.000;55.071.000;157.778.000;177.300.000;122.229.000;142.109.000;-74.286.000;-16.626.000
54;BKBR3;ON NM;BK BRASIL ON NM;Hoteis e Restaurantes;6,29;03/02/2022;5,18;12,40;13.460.200;1.731.980.000;2.078.890.000;30/09/2021;275355000;-1.87;-4.39;-1.43;1.12;5.62;-6.35;60.6;0.66;-10.4;0.47;-15.1;16.26;-7.3;-1.26;-9.0;0.0;-25.5;22.72;1.16;-7.63;3.9;3.710.920.000;485.766.000;792.640.000;832.677.000;346.911.000;1.547.140.000;-394.712.000;-37.946.000
55;BLAU3;ON NM;BLAU ON NM;Comércio e Distribuição;33,68;03/02/2022;30,14;53,68;11.878.800;6.041.990.000;5.540.380.000;30/09/2021;179394000;-5.13;17.08;1.97;3.66;9.20;12.37;50.2;4.46;36.1;2.55;26.1;4.33;20.6;5.79;37.6;0.7;21.4;10.89;4.76;11.34;17.2;2.372.650.000;1.004.920.000;1.765.420.000;503.318.000;-501.603.000;1.651.170.000;353.722.000;94.393.000
56;BMEB3;ON;BANCO MERCANTIL DO BRASIL S/A ON;Intermediários Financeiros;11,80;01/02/2022;7,65;12,80;30.554;1.237.020.000;-;30/09/2021;104832000;0.00;6.51;1.81;1.11;10.62;0;0;0;0;0;0.0;0;0.0;0;0;5.0;17.1;0;0;0;16.7;11.975.500.000;0;0;0;0;1.112.840.000;190.127.000;40.128.000
57;BMEB4;PN;BANCO MERCANTIL DO BRASIL S/A PN;Intermediários Financeiros;11,03;03/02/2022;7,36;11,39;200.697;1.156.300.000;-;30/09/2021;104832000;-3.16;6.08;1.81;1.04;10.62;0;0;0;0;0;0.0;0;0.0;0;0;5.9;17.1;0;0;0;16.7;11.975.500.000;0;0;0;0;1.112.840.000;190.127.000;40.128.000
58;BMGB4;PN N1;BANCO BMG PN N1;Intermediários Financeiros;3,10;03/02/2022;2,58;5,27;3.417.990;1.808.020.000;-;30/09/2021;583232000;-1.27;6.70;0.46;0.46;6.73;0;0;0;0;0;0.0;0;0.0;0;0;10.2;6.9;0;0;0;2.8;36.437.600.000;0;0;0;0;3.922.500.000;269.918.000;42.386.000
59;BMIN3;ON;BANCO MERCANTIL DE INVESTIMENTOS SA ON;Intermediários Financeiros;20,00;25/01/2022;19,70;26,44;459;96.500.000;-;30/09/2021;4825000;0.00;25.39;0.79;0.76;26.16;0;0;0;0;0;0.0;0;0.0;0;0;0.0;3.0;0;0;0;-16.3;236.582.000;0;0;0;0;126.234.000;3.801.000;553.000
60;BMIN4;PN;BANCO MERCANTIL DE INVESTIMENTOS SA PN;Intermediários Financeiros;18,70;01/02/2022;17,00;24,83;7.624;90.227.500;-;30/09/2021;4825000;0.00;23.74;0.79;0.71;26.16;0;0;0;0;0;0.0;0;0.0;0;0;10.4;3.0;0;0;0;-16.3;236.582.000;0;0;0;0;126.234.000;3.801.000;553.000
61;BMKS3;ON;MONARK ON;Viagens e Lazer;230,00;03/02/2022;213,52;255,00;11.398;104.592.000;-31.711.500;30/09/2021;454750;-6.87;25.42;9.05;0.55;418.61;-48.33;35.2;5.36;-11.1;0.49;21.1;0.65;-1.0;0.74;-3.0;3.4;2.2;200.71;37.44;14.65;8.7;213.352.000;138.818.000;165.154.000;2.514.000;-136.304.000;190.364.000;4.115.000;2.575.000
62;BMOB3;ON NM;BEMOBI TECH ON NM;Programas e Serviços;15,27;03/02/2022;12,17;26,61;13.433.400;1.388.180.000;758.522.000;30/09/2021;90909100;2.14;20.57;0.74;1.36;11.24;14.77;55.4;4.64;31.4;1.19;22.6;1.92;8.1;2.12;18.9;0.0;6.6;5.59;10.19;8.07;0;1.167.020.000;629.660.000;800.376.000;0;-629.660.000;1.021.590.000;67.489.000;18.984.000
63;BNBR3;ON;BANCO DO NORDESTE ON;Intermediários Financeiros;68,01;01/02/2022;61,95;73,00;5.699;5.874.090.000;-;30/09/2021;86371000;0.00;4.58;14.86;0.82;82.52;0;0;0;0;0;0.0;0;0.0;0;0;7.0;18.0;0;0;0;18.4;60.535.600.000;0;0;0;0;7.127.650.000;1.283.240.000;191.467.000
